pb_unique_id,public_body_id,business_id_source,business_id_value,name,acronym,sector,type_id,public_body_effective_datetime,public_body_retired_datetime,record_created_datetime,record_ended_datetime,record_created_user,record_ended_user
019cbab6-07d1-7137-a505-992b286a7195,019c298d-6d2f-7747-b793-db745b92a380,British Columbia Transit,,British Columbia Transit,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-78a7-87dc-57818d10779e,019c298d-6d2f-7201-9eff-de8dc35b0399,Columbia Basin Trust,,Columbia Basin Trust,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-78ad-8b6b-50e4bd70b777,019c298d-6d2f-77a7-b107-42476d38da3e,Columbia Power Corporation,,Columbia Power Corporation,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-7141-8972-a4f7885b01d2,019c298d-6d2f-7ac8-9002-d768b7603279,Community Living British Columbia,,Community Living British Columbia,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-7677-b101-0461801a667b,019c298d-6d2f-7661-b732-e9730f6c0681,Destination British Columbia,,Destination British Columbia,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-79a8-bcd7-f415ea9d0334,019c298d-6d2f-7330-8124-be1779d33eae,"First Peoples' Heritage, Language and Culture Council",,"First Peoples' Heritage, Language and Culture Council",,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-79f0-b1c5-ef4100c49a3d,019c298d-6d2f-7bf6-a5dd-a1be7596d7c9,Forestry Innovation Investment Ltd.,,Forestry Innovation Investment Ltd.,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-7b54-b29e-9b0f2d51ddeb,019cbab5-01c3-7876-9eef-6b19f8dcb4c9,INBC Investment Corp.,,INBC Investment Corp.,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-781d-bb65-f3850e492918,019c298e-2cda-7eb0-b60e-8b4ea1b15b3b,Infrastructure British Columbia - BC Inc.,,Infrastructure British Columbia - BC Inc.,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-793a-8da9-965b082eddd8,019c298e-2cda-7950-93f5-7c24844a69f8,Innovate BC,,Innovate BC,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-74cb-a0b2-f46f9cff5271,019c298e-2cda-7ae3-abf9-01e8d2c83bc4,Insurance Corporation of British Columbia,,Insurance Corporation of British Columbia,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-79ca-97cd-0d28cde376ca,019c298e-2cda-785f-9581-bdbcda170c15,Knowledge Network Corporation,,Knowledge Network Corporation,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-77c4-88f7-7533887f90cf,019c298e-2cda-7982-a3aa-69bca11c763d,Legal Services Society (Legal Aid BC),,Legal Services Society (Legal Aid BC),,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-7456-b79f-a42a870c9e9d,019c298e-2cda-7073-b003-3bb9ded3ec9e,Nechako - Kitamaat Development Fund Society,,Nechako - Kitamaat Development Fund Society,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-7b22-acd3-c7ce5893639e,019c298e-2cda-73b9-ba1d-c6aa1876a3b0,Organized Crime Agency of British Columbia,,Organized Crime Agency of British Columbia,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-7729-9cac-793f925e9111,019c298e-2cda-76cc-897b-c1bfd5cba9ac,Royal British Columbia Museum,,Royal British Columbia Museum,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-768e-90b8-7c78c4d803a1,019c298e-2cda-7671-ac34-70273f7e245c,SkilledTradesBC,,SkilledTradesBC,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-75e4-a20c-5e8f5f223903,019c298e-2cdb-7d80-8cb7-41d8edbb5a85,Translink,,Translink,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
019cbab6-07d1-7d2d-a94e-763017e60bfc,019c298e-2cdb-7ad0-85cf-476afa8a8485,Transportation Investment Corporation,,Transportation Investment Corporation,,,019be1f2-af90-7b1e-a17a-4ef9fabbd4f0,,,,,,
